date,platform_en,channel_en,campaign_name,ad_group,creative_type_en,target_audience_en,plan_tier,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-01-14,Tencent Ads,Feed Ads,Campaign_031,AdGroup_049,Image & Text,Male 25-34,Stable,20727,804,67,5269.78,4808.48,0.0388,0.0833,6.5545,78.6534,0.9125
2025-01-15,Tencent Ads,Feed Ads,Campaign_031,AdGroup_069,Image & Text,Male 25-34,Stable,26160,1126,86,7010.32,5371.71,0.043,0.0764,6.2259,81.5153,0.7663
2025-01-16,Tencent Ads,Feed Ads,Campaign_031,AdGroup_027,Image & Text,Male 25-34,Stable,23321,852,72,4824.95,4960.42,0.0365,0.0845,5.6631,67.0132,1.0281
2025-01-17,Tencent Ads,Feed Ads,Campaign_031,AdGroup_089,Image & Text,Male 25-34,Stable,24792,940,68,5845.68,4544.02,0.0379,0.0723,6.2188,85.9659,0.7773
2025-01-18,Tencent Ads,Feed Ads,Campaign_031,AdGroup_015,Image & Text,Male 25-34,Stable,33379,1436,108,7951.54,7477.74,0.043,0.0752,5.5373,73.6254,0.9404
2025-01-19,Tencent Ads,Feed Ads,Campaign_031,AdGroup_095,Image & Text,Male 25-34,Stable,39800,1437,103,7732.43,6695.15,0.0361,0.0717,5.381,75.0721,0.8659
2025-01-20,Tencent Ads,Feed Ads,Campaign_031,AdGroup_044,Image & Text,Male 25-34,Stable,36898,1477,105,8206.26,6991.96,0.04,0.0711,5.556,78.1549,0.852
2025-01-21,Tencent Ads,Feed Ads,Campaign_031,AdGroup_059,Image & Text,Male 25-34,Stable,47573,2096,160,13515.52,10506.5,0.0441,0.0763,6.4482,84.472,0.7774
2025-01-22,Tencent Ads,Feed Ads,Campaign_031,AdGroup_040,Image & Text,Male 25-34,Stable,33392,1189,88,7164.38,6310.9,0.0356,0.074,6.0256,81.4134,0.8809
2025-01-23,Tencent Ads,Feed Ads,Campaign_031,AdGroup_056,Image & Text,Male 25-34,Stable,33013,1233,107,7794.51,7477.09,0.0373,0.0868,6.3216,72.8459,0.9593
2025-01-24,Tencent Ads,Feed Ads,Campaign_031,AdGroup_090,Image & Text,Male 25-34,Stable,22461,839,67,5091.85,4448.77,0.0374,0.0799,6.069,75.9978,0.8737
2025-01-25,Tencent Ads,Feed Ads,Campaign_031,AdGroup_093,Image & Text,Male 25-34,Stable,42546,1641,115,10612.98,7706.47,0.0386,0.0701,6.4674,92.2868,0.7261
2025-01-26,Tencent Ads,Feed Ads,Campaign_031,AdGroup_013,Image & Text,Male 25-34,Stable,45173,1647,116,9575.03,7425.03,0.0365,0.0704,5.8136,82.5434,0.7755
2025-01-27,Tencent Ads,Feed Ads,Campaign_031,AdGroup_047,Image & Text,Male 25-34,Stable,39453,1702,131,10777.97,8670.03,0.0431,0.077,6.3325,82.2746,0.8044
2025-01-28,Tencent Ads,Feed Ads,Campaign_031,AdGroup_099,Image & Text,Male 25-34,Stable,18576,712,65,4329.69,4258.14,0.0383,0.0913,6.081,66.6106,0.9835
2025-01-29,Tencent Ads,Feed Ads,Campaign_031,AdGroup_008,Image & Text,Male 25-34,Stable,33733,1192,80,6891.53,5441.01,0.0353,0.0671,5.7815,86.1441,0.7895
2025-01-30,Tencent Ads,Feed Ads,Campaign_031,AdGroup_037,Image & Text,Male 25-34,Stable,29833,1101,89,5829.22,5777.97,0.0369,0.0808,5.2945,65.4969,0.9912
2025-01-31,Tencent Ads,Feed Ads,Campaign_031,AdGroup_097,Image & Text,Male 25-34,Stable,21702,839,70,5020.52,4324.22,0.0387,0.0834,5.9839,71.7217,0.8613
2025-02-01,Tencent Ads,Feed Ads,Campaign_031,AdGroup_040,Image & Text,Male 25-34,Stable,36116,1536,129,11686.46,7412.82,0.0425,0.084,7.6084,90.5927,0.6343
2025-02-02,Tencent Ads,Feed Ads,Campaign_031,AdGroup_012,Image & Text,Male 25-34,Stable,27859,982,67,5713.57,4641.01,0.0352,0.0682,5.8183,85.2772,0.8123
2025-02-03,Tencent Ads,Feed Ads,Campaign_031,AdGroup_086,Image & Text,Male 25-34,Stable,28819,1008,84,5678.48,5288.81,0.035,0.0833,5.6334,67.601,0.9314
2025-02-04,Tencent Ads,Feed Ads,Campaign_031,AdGroup_096,Image & Text,Male 25-34,Stable,39776,1745,136,10113.65,9050.44,0.0439,0.0779,5.7958,74.3651,0.8949
2025-02-05,Tencent Ads,Feed Ads,Campaign_031,AdGroup_036,Image & Text,Male 25-34,Stable,20458,826,66,4783.59,4387.31,0.0404,0.0799,5.7913,72.4786,0.9172
2025-02-06,Tencent Ads,Feed Ads,Campaign_031,AdGroup_032,Image & Text,Male 25-34,Stable,19364,761,59,4289.88,4075.48,0.0393,0.0775,5.6372,72.7098,0.95
2025-02-07,Tencent Ads,Feed Ads,Campaign_031,AdGroup_073,Image & Text,Male 25-34,Stable,32477,1199,94,7578.04,6524.53,0.0369,0.0784,6.3203,80.6174,0.861
2025-02-08,Tencent Ads,Feed Ads,Campaign_031,AdGroup_061,Image & Text,Male 25-34,Stable,19514,768,61,4749.23,4220.7,0.0394,0.0794,6.1839,77.8562,0.8887
2025-02-09,Tencent Ads,Feed Ads,Campaign_031,AdGroup_098,Image & Text,Male 25-34,Stable,24064,924,64,5516.63,4516.27,0.0384,0.0693,5.9704,86.1973,0.8187
2025-02-10,Tencent Ads,Feed Ads,Campaign_031,AdGroup_096,Image & Text,Male 25-34,Stable,32396,1419,117,9273.32,7402.52,0.0438,0.0825,6.5351,79.2591,0.7983
2025-02-11,Tencent Ads,Feed Ads,Campaign_031,AdGroup_062,Image & Text,Male 25-34,Stable,34682,1393,113,8257.37,7334.41,0.0402,0.0811,5.9278,73.0741,0.8882
2025-02-12,Tencent Ads,Feed Ads,Campaign_031,AdGroup_054,Image & Text,Male 25-34,Stable,39981,1753,156,9933.03,10151.61,0.0438,0.089,5.6663,63.6733,1.022
2025-02-13,Tencent Ads,Feed Ads,Campaign_031,AdGroup_026,Image & Text,Male 25-34,Stable,23500,923,68,4949.03,4850.55,0.0393,0.0737,5.3619,72.7799,0.9801
2025-02-14,Tencent Ads,Feed Ads,Campaign_031,AdGroup_032,Image & Text,Male 25-34,Stable,31427,1204,96,6873.66,6551.41,0.0383,0.0797,5.709,71.6006,0.9531
2025-02-15,Tencent Ads,Feed Ads,Campaign_031,AdGroup_016,Image & Text,Male 25-34,Stable,51521,2063,149,12749.82,9472.95,0.04,0.0722,6.1802,85.5693,0.743
2025-02-16,Tencent Ads,Feed Ads,Campaign_031,AdGroup_099,Image & Text,Male 25-34,Stable,25869,1021,81,5480.11,5514.02,0.0395,0.0793,5.3674,67.6557,1.0062
2025-02-17,Tencent Ads,Feed Ads,Campaign_031,AdGroup_033,Image & Text,Male 25-34,Stable,32089,1201,99,6644.6,6328.16,0.0374,0.0824,5.5326,67.1172,0.9524
2025-02-18,Tencent Ads,Feed Ads,Campaign_031,AdGroup_069,Image & Text,Male 25-34,Stable,56517,2090,180,12748.66,11118.52,0.037,0.0861,6.0998,70.8259,0.8721
2025-02-19,Tencent Ads,Feed Ads,Campaign_031,AdGroup_023,Image & Text,Male 25-34,Stable,27469,970,81,5679.01,5203.89,0.0353,0.0835,5.8546,70.1112,0.9163
2025-02-20,Tencent Ads,Feed Ads,Campaign_031,AdGroup_052,Image & Text,Male 25-34,Stable,39977,1573,121,10228.63,8112.01,0.0393,0.0769,6.5026,84.5341,0.7931
2025-02-21,Tencent Ads,Feed Ads,Campaign_031,AdGroup_067,Image & Text,Male 25-34,Stable,26334,1076,97,5952.56,6525.25,0.0409,0.0901,5.5321,61.3666,1.0962
2025-02-22,Tencent Ads,Feed Ads,Campaign_031,AdGroup_063,Image & Text,Male 25-34,Stable,35228,1543,116,8481.54,7777.4,0.0438,0.0752,5.4968,73.1167,0.917
2025-02-23,Tencent Ads,Feed Ads,Campaign_031,AdGroup_036,Image & Text,Male 25-34,Stable,21129,856,74,4914.79,4931.82,0.0405,0.0864,5.7416,66.4161,1.0035
2025-02-24,Tencent Ads,Feed Ads,Campaign_031,AdGroup_055,Image & Text,Male 25-34,Stable,29230,1056,73,5598.99,4734.23,0.0361,0.0691,5.3021,76.6985,0.8456
2025-02-25,Tencent Ads,Feed Ads,Campaign_031,AdGroup_056,Image & Text,Male 25-34,Stable,30415,1077,78,5895.92,5078.02,0.0354,0.0724,5.4744,75.5887,0.8613
2025-02-26,Tencent Ads,Feed Ads,Campaign_031,AdGroup_008,Image & Text,Male 25-34,Stable,23637,952,73,6146.96,5207.96,0.0403,0.0767,6.4569,84.2049,0.8472
2025-02-27,Tencent Ads,Feed Ads,Campaign_031,AdGroup_047,Image & Text,Male 25-34,Stable,31749,1208,97,7410.81,6617.22,0.038,0.0803,6.1348,76.4001,0.8929
2025-02-28,Tencent Ads,Feed Ads,Campaign_031,AdGroup_085,Image & Text,Male 25-34,Stable,32913,1196,87,6335.86,6019.18,0.0363,0.0727,5.2975,72.826,0.95
2025-03-01,Tencent Ads,Feed Ads,Campaign_031,AdGroup_079,Image & Text,Male 25-34,Stable,42126,1484,134,9317.61,9299.89,0.0352,0.0903,6.2787,69.5344,0.9981
2025-03-02,Tencent Ads,Feed Ads,Campaign_031,AdGroup_018,Image & Text,Male 25-34,Stable,28397,1056,94,5650.0,6453.23,0.0372,0.089,5.3504,60.1064,1.1422
2025-03-03,Tencent Ads,Feed Ads,Campaign_031,AdGroup_053,Image & Text,Male 25-34,Stable,37872,1347,94,8421.62,6060.43,0.0356,0.0698,6.2521,89.5917,0.7196
2025-03-04,Tencent Ads,Feed Ads,Campaign_031,AdGroup_050,Image & Text,Male 25-34,Stable,35784,1413,100,8824.37,7018.32,0.0395,0.0708,6.2451,88.2437,0.7953
2025-03-05,Tencent Ads,Feed Ads,Campaign_031,AdGroup_027,Image & Text,Male 25-34,Stable,20644,777,65,4984.04,4548.67,0.0376,0.0837,6.4145,76.6775,0.9126
2025-03-06,Tencent Ads,Feed Ads,Campaign_031,AdGroup_098,Image & Text,Male 25-34,Stable,28316,1003,74,5425.0,4959.4,0.0354,0.0738,5.4088,73.3108,0.9142
2025-03-07,Tencent Ads,Feed Ads,Campaign_031,AdGroup_083,Image & Text,Male 25-34,Stable,27172,1172,88,6736.7,5964.88,0.0431,0.0751,5.748,76.5534,0.8854
2025-03-08,Tencent Ads,Feed Ads,Campaign_031,AdGroup_087,Image & Text,Male 25-34,Stable,48392,2081,161,13215.11,11490.81,0.043,0.0774,6.3504,82.0814,0.8695
2025-03-09,Tencent Ads,Feed Ads,Campaign_031,AdGroup_081,Image & Text,Male 25-34,Stable,21383,789,67,4986.73,4302.93,0.0369,0.0849,6.3203,74.4288,0.8629
2025-03-10,Tencent Ads,Feed Ads,Campaign_031,AdGroup_068,Image & Text,Male 25-34,Stable,30472,1220,90,8016.6,5865.28,0.04,0.0738,6.571,89.0733,0.7316
2025-03-11,Tencent Ads,Feed Ads,Campaign_031,AdGroup_007,Image & Text,Male 25-34,Stable,23607,902,76,5040.83,5306.05,0.0382,0.0843,5.5885,66.3267,1.0526
2025-03-12,Tencent Ads,Feed Ads,Campaign_031,AdGroup_011,Image & Text,Male 25-34,Stable,30972,1250,88,8222.13,6146.96,0.0404,0.0704,6.5777,93.4333,0.7476
2025-03-13,Tencent Ads,Feed Ads,Campaign_031,AdGroup_085,Image & Text,Male 25-34,Stable,34291,1350,108,7479.34,7447.59,0.0394,0.08,5.5403,69.2531,0.9958
2025-03-14,Tencent Ads,Feed Ads,Campaign_031,AdGroup_067,Image & Text,Male 25-34,Stable,30434,1131,80,7327.8,5236.49,0.0372,0.0707,6.479,91.5975,0.7146
2025-03-15,Tencent Ads,Feed Ads,Campaign_031,AdGroup_076,Image & Text,Male 25-34,Stable,36417,1450,128,11474.58,5647.5,0.0398,0.0883,7.9135,89.6452,0.4922
2025-03-16,Tencent Ads,Feed Ads,Campaign_031,AdGroup_004,Image & Text,Male 25-34,Stable,33420,1394,104,8739.46,7148.62,0.0417,0.0746,6.2693,84.0333,0.818
2025-03-17,Tencent Ads,Feed Ads,Campaign_031,AdGroup_051,Image & Text,Male 25-34,Stable,22246,936,68,6099.02,4605.55,0.0421,0.0726,6.516,89.6915,0.7551
2025-03-18,Tencent Ads,Feed Ads,Campaign_031,AdGroup_022,Image & Text,Male 25-34,Stable,30200,1059,97,6621.32,6843.31,0.0351,0.0916,6.2524,68.261,1.0335
2025-03-19,Tencent Ads,Feed Ads,Campaign_031,AdGroup_097,Image & Text,Male 25-34,Stable,33302,1315,113,8039.79,7721.68,0.0395,0.0859,6.1139,71.1486,0.9604
2025-03-20,Tencent Ads,Feed Ads,Campaign_031,AdGroup_047,Image & Text,Male 25-34,Stable,26874,965,72,5530.87,5127.05,0.0359,0.0746,5.7315,76.8176,0.927
2025-03-21,Tencent Ads,Feed Ads,Campaign_031,AdGroup_081,Image & Text,Male 25-34,Stable,29440,1072,73,6983.67,5029.62,0.0364,0.0681,6.5146,95.6667,0.7202
2025-03-22,Tencent Ads,Feed Ads,Campaign_031,AdGroup_022,Image & Text,Male 25-34,Stable,35496,1358,96,7221.74,6136.23,0.0383,0.0707,5.3179,75.2265,0.8497
2025-03-23,Tencent Ads,Feed Ads,Campaign_031,AdGroup_096,Image & Text,Male 25-34,Stable,53687,1916,163,11089.68,10164.91,0.0357,0.0851,5.7879,68.0348,0.9166
2025-03-24,Tencent Ads,Feed Ads,Campaign_031,AdGroup_033,Image & Text,Male 25-34,Stable,34028,1340,92,7569.57,6649.66,0.0394,0.0687,5.6489,82.2779,0.8785
2025-03-25,Tencent Ads,Feed Ads,Campaign_031,AdGroup_007,Image & Text,Male 25-34,Stable,21569,920,68,5176.27,4835.81,0.0427,0.0739,5.6264,76.1216,0.9342
2025-03-26,Tencent Ads,Feed Ads,Campaign_031,AdGroup_072,Image & Text,Male 25-34,Stable,19173,799,72,4462.93,4544.2,0.0417,0.0901,5.5856,61.9851,1.0182
2025-03-27,Tencent Ads,Feed Ads,Campaign_031,AdGroup_078,Image & Text,Male 25-34,Stable,46505,1696,143,9135.4,9292.23,0.0365,0.0843,5.3864,63.8839,1.0172
2025-03-28,Tencent Ads,Feed Ads,Campaign_031,AdGroup_032,Image & Text,Male 25-34,Stable,19584,796,61,4822.23,4030.46,0.0406,0.0766,6.0581,79.053,0.8358
2025-03-29,Tencent Ads,Feed Ads,Campaign_031,AdGroup_029,Image & Text,Male 25-34,Stable,27887,984,73,6085.5,4521.86,0.0353,0.0742,6.1845,83.363,0.7431
2025-03-30,Tencent Ads,Feed Ads,Campaign_031,AdGroup_098,Image & Text,Male 25-34,Stable,23918,964,87,6087.58,5667.23,0.0403,0.0902,6.3149,69.9722,0.9309
2025-03-31,Tencent Ads,Feed Ads,Campaign_031,AdGroup_042,Image & Text,Male 25-34,Stable,38251,1400,97,8315.39,6491.76,0.0366,0.0693,5.9396,85.7257,0.7807
2025-01-01,Ocean Engine,Feed Ads,Campaign_032,AdGroup_026,Short Video,Returning Users,High Performer,34212,2936,512,24625.28,46413.41,0.0858,0.1744,8.3874,48.0962,1.8848
2025-01-02,Ocean Engine,Feed Ads,Campaign_032,AdGroup_030,Short Video,Returning Users,High Performer,39596,3363,698,19963.57,82146.11,0.0849,0.2076,5.9362,28.6011,4.1148
2025-01-03,Ocean Engine,Feed Ads,Campaign_032,AdGroup_015,Short Video,Returning Users,High Performer,46306,4143,816,23691.3,93079.97,0.0895,0.197,5.7184,29.0335,3.9289
2025-01-04,Ocean Engine,Feed Ads,Campaign_032,AdGroup_026,Short Video,Returning Users,High Performer,40795,3026,645,18195.03,72782.98,0.0742,0.2132,6.0129,28.2093,4.0002
2025-01-05,Ocean Engine,Feed Ads,Campaign_032,AdGroup_060,Short Video,Returning Users,High Performer,42189,3586,640,20478.07,67268.56,0.085,0.1785,5.7106,31.997,3.2849
2025-01-06,Ocean Engine,Feed Ads,Campaign_032,AdGroup_089,Short Video,Returning Users,High Performer,43832,4026,872,20570.87,95792.43,0.0919,0.2166,5.1095,23.5904,4.6567
2025-01-07,Ocean Engine,Feed Ads,Campaign_032,AdGroup_012,Short Video,Returning Users,High Performer,37270,2850,607,15004.62,71845.78,0.0765,0.213,5.2648,24.7193,4.7882
2025-01-08,Ocean Engine,Feed Ads,Campaign_032,AdGroup_083,Short Video,Returning Users,High Performer,36449,3271,563,18443.18,60658.22,0.0897,0.1721,5.6384,32.7588,3.2889
2025-01-09,Ocean Engine,Feed Ads,Campaign_032,AdGroup_094,Short Video,Returning Users,High Performer,27406,2102,409,11798.67,44302.7,0.0767,0.1946,5.6131,28.8476,3.7549
2025-01-10,Ocean Engine,Feed Ads,Campaign_032,AdGroup_013,Short Video,Returning Users,High Performer,46390,3644,749,19497.99,84877.62,0.0786,0.2055,5.3507,26.032,4.3531
2025-01-11,Ocean Engine,Feed Ads,Campaign_032,AdGroup_018,Short Video,Returning Users,High Performer,39557,3551,802,17637.49,83930.26,0.0898,0.2259,4.9669,21.9919,4.7586
2025-01-12,Ocean Engine,Feed Ads,Campaign_032,AdGroup_048,Short Video,Returning Users,High Performer,58464,4950,999,24375.17,107778.51,0.0847,0.2018,4.9243,24.3996,4.4217
2025-01-13,Ocean Engine,Feed Ads,Campaign_032,AdGroup_077,Short Video,Returning Users,High Performer,40434,3683,828,20161.0,89475.7,0.0911,0.2248,5.4741,24.349,4.4381
2025-01-14,Ocean Engine,Feed Ads,Campaign_032,AdGroup_094,Short Video,Returning Users,High Performer,43700,3803,646,18795.38,74169.07,0.087,0.1699,4.9423,29.095,3.9461
2025-01-15,Ocean Engine,Feed Ads,Campaign_032,AdGroup_019,Short Video,Returning Users,High Performer,34393,3094,659,15994.9,80145.67,0.09,0.213,5.1697,24.2715,5.0107
2025-01-16,Ocean Engine,Feed Ads,Campaign_032,AdGroup_015,Short Video,Returning Users,High Performer,26988,2178,427,11011.38,51026.47,0.0807,0.1961,5.0557,25.7878,4.634
2025-01-17,Ocean Engine,Feed Ads,Campaign_032,AdGroup_044,Short Video,Returning Users,High Performer,48882,3752,677,18525.36,73236.43,0.0768,0.1804,4.9375,27.3639,3.9533
2025-01-18,Ocean Engine,Feed Ads,Campaign_032,AdGroup_060,Short Video,Returning Users,High Performer,63112,5581,1028,28453.33,117553.72,0.0884,0.1842,5.0982,27.6783,4.1315
2025-01-19,Ocean Engine,Feed Ads,Campaign_032,AdGroup_081,Short Video,Returning Users,High Performer,63104,4836,1045,24644.08,115797.11,0.0766,0.2161,5.096,23.5829,4.6988
2025-01-20,Ocean Engine,Feed Ads,Campaign_032,AdGroup_056,Short Video,Returning Users,High Performer,29194,2610,555,13616.36,57769.71,0.0894,0.2126,5.217,24.534,4.2427
2025-01-21,Ocean Engine,Feed Ads,Campaign_032,AdGroup_061,Short Video,Returning Users,High Performer,33871,2663,570,15977.49,67203.31,0.0786,0.214,5.9998,28.0307,4.2061
2025-01-22,Ocean Engine,Feed Ads,Campaign_032,AdGroup_028,Short Video,Returning Users,High Performer,47369,3730,741,18746.49,76984.98,0.0787,0.1987,5.0259,25.2989,4.1066
2025-01-23,Ocean Engine,Feed Ads,Campaign_032,AdGroup_037,Short Video,Returning Users,High Performer,51185,4073,788,22871.22,82819.14,0.0796,0.1935,5.6153,29.0244,3.6211
2025-01-24,Ocean Engine,Feed Ads,Campaign_032,AdGroup_002,Short Video,Returning Users,High Performer,34640,2789,566,15944.4,64837.76,0.0805,0.2029,5.7169,28.1703,4.0665
2025-01-25,Ocean Engine,Feed Ads,Campaign_032,AdGroup_077,Short Video,Returning Users,High Performer,26838,2241,386,11553.69,45419.66,0.0835,0.1722,5.1556,29.9318,3.9312
2025-01-26,Ocean Engine,Feed Ads,Campaign_032,AdGroup_035,Short Video,Returning Users,High Performer,51899,4815,1030,25074.06,111862.78,0.0928,0.2139,5.2075,24.3437,4.4613
2025-01-27,Ocean Engine,Feed Ads,Campaign_032,AdGroup_014,Short Video,Returning Users,High Performer,41003,3176,573,18770.74,68742.99,0.0775,0.1804,5.9102,32.7587,3.6622
2025-01-28,Ocean Engine,Feed Ads,Campaign_032,AdGroup_024,Short Video,Returning Users,High Performer,46304,4171,905,23749.13,103869.03,0.0901,0.217,5.6939,26.2421,4.3736
2025-01-29,Ocean Engine,Feed Ads,Campaign_032,AdGroup_053,Short Video,Returning Users,High Performer,30611,2664,531,15719.19,55912.57,0.087,0.1993,5.9006,29.603,3.557
2025-01-30,Ocean Engine,Feed Ads,Campaign_032,AdGroup_063,Short Video,Returning Users,High Performer,34255,3172,684,18879.02,78692.79,0.0926,0.2156,5.9518,27.6009,4.1683
2025-01-31,Ocean Engine,Feed Ads,Campaign_032,AdGroup_015,Short Video,Returning Users,High Performer,40378,3614,674,18728.46,73377.1,0.0895,0.1865,5.1822,27.787,3.9179
2025-02-01,Ocean Engine,Feed Ads,Campaign_032,AdGroup_087,Short Video,Returning Users,High Performer,28708,2096,447,11979.25,47450.32,0.073,0.2133,5.7153,26.7992,3.961
2025-02-02,Ocean Engine,Feed Ads,Campaign_032,AdGroup_049,Short Video,Returning Users,High Performer,42548,3694,720,18871.98,81526.69,0.0868,0.1949,5.1088,26.2111,4.32
2025-02-03,Ocean Engine,Feed Ads,Campaign_032,AdGroup_043,Short Video,Returning Users,High Performer,19725,1677,302,9488.29,35531.37,0.085,0.1801,5.6579,31.4182,3.7448
2025-02-04,Ocean Engine,Feed Ads,Campaign_032,AdGroup_031,Short Video,Returning Users,High Performer,34539,2906,521,17359.58,62781.25,0.0841,0.1793,5.9737,33.3197,3.6165
2025-02-05,Ocean Engine,Feed Ads,Campaign_032,AdGroup_064,Short Video,Returning Users,High Performer,51943,4691,943,25052.02,99833.11,0.0903,0.201,5.3404,26.5663,3.985
2025-02-06,Ocean Engine,Feed Ads,Campaign_032,AdGroup_006,Short Video,Returning Users,High Performer,27790,2359,524,13925.45,58763.76,0.0849,0.2221,5.9031,26.5753,4.2199
2025-02-07,Ocean Engine,Feed Ads,Campaign_032,AdGroup_020,Short Video,Returning Users,High Performer,31103,2517,450,13642.56,54366.38,0.0809,0.1788,5.4202,30.3168,3.9851
2025-02-08,Ocean Engine,Feed Ads,Campaign_032,AdGroup_065,Short Video,Returning Users,High Performer,45659,4180,826,20415.03,91358.79,0.0915,0.1976,4.884,24.7155,4.4751
2025-02-09,Ocean Engine,Feed Ads,Campaign_032,AdGroup_036,Short Video,Returning Users,High Performer,36351,2848,478,15051.39,53542.9,0.0783,0.1678,5.2849,31.4883,3.5573
2025-02-10,Ocean Engine,Feed Ads,Campaign_032,AdGroup_074,Short Video,Returning Users,High Performer,37980,2971,664,15777.12,70144.42,0.0782,0.2235,5.3104,23.7607,4.446
2025-02-11,Ocean Engine,Feed Ads,Campaign_032,AdGroup_022,Short Video,Returning Users,High Performer,32134,2458,506,14481.33,55394.48,0.0765,0.2059,5.8915,28.6192,3.8252
2025-02-12,Ocean Engine,Feed Ads,Campaign_032,AdGroup_019,Short Video,Returning Users,High Performer,32586,2525,554,14808.31,58388.15,0.0775,0.2194,5.8647,26.7298,3.9429
2025-02-13,Ocean Engine,Feed Ads,Campaign_032,AdGroup_094,Short Video,Returning Users,High Performer,36992,3157,666,16724.19,80509.25,0.0853,0.211,5.2975,25.1114,4.8139
2025-02-14,Ocean Engine,Feed Ads,Campaign_032,AdGroup_045,Short Video,Returning Users,High Performer,46892,3958,828,21288.28,89316.82,0.0844,0.2092,5.3785,25.7105,4.1956
2025-02-15,Ocean Engine,Feed Ads,Campaign_032,AdGroup_018,Short Video,Returning Users,High Performer,40108,3501,660,20390.22,70157.66,0.0873,0.1885,5.8241,30.8943,3.4408
2025-02-16,Ocean Engine,Feed Ads,Campaign_032,AdGroup_080,Short Video,Returning Users,High Performer,57010,4833,966,28933.1,109651.17,0.0848,0.1999,5.9866,29.9514,3.7898
2025-02-17,Ocean Engine,Feed Ads,Campaign_032,AdGroup_003,Short Video,Returning Users,High Performer,34914,2871,627,14334.57,72496.46,0.0822,0.2184,4.9929,22.8622,5.0575
2025-02-18,Ocean Engine,Feed Ads,Campaign_032,AdGroup_040,Short Video,Returning Users,High Performer,56422,4448,964,22590.62,101018.48,0.0788,0.2167,5.0788,23.4343,4.4717
2025-02-19,Ocean Engine,Feed Ads,Campaign_032,AdGroup_062,Short Video,Returning Users,High Performer,56372,4342,926,25336.14,99722.51,0.077,0.2133,5.8351,27.3608,3.936
2025-02-20,Ocean Engine,Feed Ads,Campaign_032,AdGroup_095,Short Video,Returning Users,High Performer,38738,3536,772,21346.18,89225.67,0.0913,0.2183,6.0368,27.6505,4.1799
2025-02-21,Ocean Engine,Feed Ads,Campaign_032,AdGroup_066,Short Video,Returning Users,High Performer,28629,2580,551,14001.35,60408.98,0.0901,0.2136,5.4269,25.4108,4.3145
2025-02-22,Ocean Engine,Feed Ads,Campaign_032,AdGroup_037,Short Video,Returning Users,High Performer,53680,4880,1007,28084.41,105272.61,0.0909,0.2064,5.755,27.8892,3.7484
2025-02-23,Ocean Engine,Feed Ads,Campaign_032,AdGroup_066,Short Video,Returning Users,High Performer,40514,3064,582,15378.88,62533.93,0.0756,0.1899,5.0192,26.4242,4.0662
2025-02-24,Ocean Engine,Feed Ads,Campaign_032,AdGroup_032,Short Video,Returning Users,High Performer,47868,4294,791,25010.67,86622.96,0.0897,0.1842,5.8246,31.6191,3.4634
2025-02-25,Ocean Engine,Feed Ads,Campaign_032,AdGroup_060,Short Video,Returning Users,High Performer,60258,4853,879,24269.45,93018.17,0.0805,0.1811,5.0009,27.6103,3.8327
2025-02-26,Ocean Engine,Feed Ads,Campaign_032,AdGroup_074,Short Video,Returning Users,High Performer,56856,5234,1002,25704.94,114947.5,0.0921,0.1914,4.9111,25.6536,4.4718
2025-02-27,Ocean Engine,Feed Ads,Campaign_032,AdGroup_050,Short Video,Returning Users,High Performer,45474,4177,725,20590.19,88023.49,0.0919,0.1736,4.9294,28.4003,4.275
2025-02-28,Ocean Engine,Feed Ads,Campaign_032,AdGroup_080,Short Video,Returning Users,High Performer,29225,2251,410,11467.68,47436.55,0.077,0.1821,5.0945,27.97,4.1365
2025-03-01,Ocean Engine,Feed Ads,Campaign_032,AdGroup_019,Short Video,Returning Users,High Performer,47153,4142,903,21016.63,105050.05,0.0878,0.218,5.074,23.2742,4.9984
2025-03-02,Ocean Engine,Feed Ads,Campaign_032,AdGroup_025,Short Video,Returning Users,High Performer,52971,4003,851,23449.89,90279.75,0.0756,0.2126,5.8581,27.5557,3.8499
2025-03-03,Ocean Engine,Feed Ads,Campaign_032,AdGroup_036,Short Video,Returning Users,High Performer,31831,2658,490,13377.71,53495.87,0.0835,0.1843,5.033,27.3014,3.9989
2025-03-04,Ocean Engine,Feed Ads,Campaign_032,AdGroup_075,Short Video,Returning Users,High Performer,35191,3031,520,15999.98,54159.32,0.0861,0.1716,5.2788,30.7692,3.385
2025-03-05,Ocean Engine,Feed Ads,Campaign_032,AdGroup_043,Short Video,Returning Users,High Performer,27326,2150,427,11433.06,44346.88,0.0787,0.1986,5.3177,26.7753,3.8788
2025-03-06,Ocean Engine,Feed Ads,Campaign_032,AdGroup_091,Short Video,Returning Users,High Performer,48385,3920,809,23592.44,87620.37,0.081,0.2064,6.0185,29.1625,3.7139
2025-03-07,Ocean Engine,Feed Ads,Campaign_032,AdGroup_095,Short Video,Returning Users,High Performer,51117,4465,841,27060.6,98175.01,0.0873,0.1884,6.0606,32.1767,3.628
2025-03-08,Ocean Engine,Feed Ads,Campaign_032,AdGroup_084,Short Video,Returning Users,High Performer,59378,5052,1018,28761.24,111943.74,0.0851,0.2015,5.693,28.2527,3.8922
2025-03-09,Ocean Engine,Feed Ads,Campaign_032,AdGroup_061,Short Video,Returning Users,High Performer,43671,3673,627,20587.4,71104.74,0.0841,0.1707,5.6051,32.8348,3.4538
