date,platform,channel,campaign_name,ad_group,creative_type,target_audience,region,device,impressions,clicks,conversions,cost,revenue,ctr,cvr,cpc,cpa,roi
2025-02-04,腾讯广告,信息流,广告计划_035,广告组_025,短视频,男性25-34,西南,iOS,1193,83,7,746.82,578.41,0.0696,0.0843,9.0,106.69,0.77
2025-01-12,巨量引擎,短视频,广告计划_048,广告组_001,短视频,学生党,华北,iOS,5622,459,92,1268.3,7733.71,0.0816,0.2004,2.76,13.79,6.1
2025-03-04,磁力引擎,搜索,广告计划_022,广告组_019,直播切片,老客,西南,Android,1694,48,11,280.7,275.85,0.0283,0.2292,5.85,25.52,0.98
2025-01-09,腾讯广告,开屏,广告计划_017,广告组_072,图文,学生党,华南,iOS,3543,137,4,1182.5,405.01,0.0387,0.0292,8.63,295.62,0.34
2025-03-12,磁力引擎,开屏,广告计划_037,广告组_054,直播切片,女性18-24,华北,Android,2363,149,19,123.65,992.05,0.0631,0.1275,0.83,6.51,8.02
2025-03-06,腾讯广告,信息流,广告计划_034,广告组_071,图文,一线城市白领,西南,iOS,1064,51,2,96.06,209.54,0.0479,0.0392,1.88,48.03,2.18
2025-03-13,腾讯广告,短视频,广告计划_036,广告组_095,短视频,一线城市白领,西南,iOS,2874,136,14,238.92,1434.7,0.0473,0.1029,1.76,17.07,6.0
2025-02-10,磁力引擎,开屏,广告计划_035,广告组_082,直播切片,老客,华东,iOS,3325,210,39,1333.7,2381.05,0.0632,0.1857,6.35,34.2,1.79
2025-01-25,腾讯广告,搜索,广告计划_050,广告组_043,直播切片,男性25-34,华中,Android,4975,362,24,643.08,1121.35,0.0728,0.0663,1.78,26.8,1.74
2025-02-18,腾讯广告,开屏,广告计划_041,广告组_070,图文,学生党,华东,Android,988,23,1,62.64,71.21,0.0233,0.0435,2.72,62.64,1.14
2025-02-04,巨量引擎,开屏,广告计划_036,广告组_042,图文,女性18-24,华中,Android,2871,129,2,217.12,100.92,0.0449,0.0155,1.68,108.56,0.46
2025-01-11,磁力引擎,信息流,广告计划_024,广告组_019,短视频,男性25-34,华北,iOS,2408,42,5,305.62,383.43,0.0174,0.119,7.28,61.12,1.25
2025-01-04,巨量引擎,短视频,广告计划_034,广告组_053,图文,一线城市白领,华南,Android,3900,267,37,516.01,3155.71,0.0685,0.1386,1.93,13.95,6.12
2025-01-04,腾讯广告,开屏,广告计划_017,广告组_011,直播切片,女性18-24,华北,Android,3087,156,32,1276.14,2704.82,0.0505,0.2051,8.18,39.88,2.12
2025-01-16,巨量引擎,短视频,广告计划_043,广告组_062,直播切片,一线城市白领,西南,iOS,1241,90,10,837.04,995.44,0.0725,0.1111,9.3,83.7,1.19
2025-03-29,巨量引擎,信息流,广告计划_006,广告组_077,直播切片,男性25-34,西南,iOS,5957,349,34,935.97,2488.63,0.0586,0.0974,2.68,27.53,2.66
2025-01-20,磁力引擎,信息流,广告计划_029,广告组_049,图文,女性18-24,华北,iOS,1835,43,3,137.82,316.98,0.0234,0.0698,3.21,45.94,2.3
2025-01-24,腾讯广告,开屏,广告计划_023,广告组_076,短视频,女性18-24,西南,iOS,942,20,3,40.05,181.65,0.0212,0.15,2.0,13.35,4.54
2025-03-28,腾讯广告,信息流,广告计划_016,广告组_037,直播切片,男性25-34,华中,Android,2420,60,10,210.13,194.01,0.0248,0.1667,3.5,21.01,0.92
2025-01-07,巨量引擎,信息流,广告计划_002,广告组_054,直播切片,男性25-34,华东,iOS,5280,81,5,449.89,238.56,0.0153,0.0617,5.55,89.98,0.53
2025-01-29,腾讯广告,搜索,广告计划_013,广告组_034,图文,老客,华北,Android,1868,50,7,563.5,681.89,0.0268,0.14,11.27,80.5,1.21
2025-01-12,腾讯广告,搜索,广告计划_031,广告组_082,图文,老客,西南,Android,2788,223,48,1405.77,5936.84,0.08,0.2152,6.3,29.29,4.22
2025-02-09,巨量引擎,开屏,广告计划_048,广告组_080,图文,女性18-24,华北,Android,3805,165,27,1122.4,3725.25,0.0434,0.1636,6.8,41.57,3.32
2025-01-02,腾讯广告,信息流,广告计划_026,广告组_067,图文,一线城市白领,华北,Android,3855,194,14,1680.54,320.32,0.0503,0.0722,8.66,120.04,0.19
2025-02-05,腾讯广告,开屏,广告计划_033,广告组_036,图文,男性25-34,华南,Android,3230,98,11,861.66,582.79,0.0303,0.1122,8.79,78.33,0.68
2025-01-29,磁力引擎,搜索,广告计划_019,广告组_073,直播切片,老客,华东,Android,863,91,4,626.51,270.72,0.1054,0.044,6.88,156.63,0.43
2025-03-11,巨量引擎,短视频,广告计划_048,广告组_082,直播切片,新客,华南,iOS,6113,505,81,2193.33,3910.23,0.0826,0.1604,4.34,27.08,1.78
2025-03-07,磁力引擎,开屏,广告计划_039,广告组_050,短视频,老客,西南,Android,1641,100,22,288.55,2075.89,0.0609,0.22,2.89,13.12,7.19
2025-01-04,巨量引擎,开屏,广告计划_019,广告组_074,直播切片,新客,华中,iOS,4713,170,20,1285.86,442.49,0.0361,0.1176,7.56,64.29,0.34
2025-03-16,巨量引擎,搜索,广告计划_007,广告组_023,图文,老客,华中,iOS,3214,250,16,807.87,1517.28,0.0778,0.064,3.23,50.49,1.88
2025-03-27,腾讯广告,信息流,广告计划_039,广告组_068,直播切片,男性25-34,华中,Android,4237,167,6,305.46,430.87,0.0394,0.0359,1.83,50.91,1.41
2025-01-27,磁力引擎,开屏,广告计划_037,广告组_003,短视频,学生党,华东,iOS,3462,168,21,922.55,684.91,0.0485,0.125,5.49,43.93,0.74
2025-03-12,磁力引擎,短视频,广告计划_017,广告组_020,直播切片,新客,西南,Android,1207,58,2,429.92,101.73,0.0481,0.0345,7.41,214.96,0.24
2025-02-05,巨量引擎,信息流,广告计划_013,广告组_012,图文,一线城市白领,华南,Android,2835,200,38,1338.03,4598.36,0.0705,0.19,6.69,35.21,3.44
2025-02-17,腾讯广告,搜索,广告计划_004,广告组_052,图文,老客,华北,Android,2196,226,45,1226.95,2422.18,0.1029,0.1991,5.43,27.27,1.97
2025-02-11,腾讯广告,信息流,广告计划_047,广告组_047,图文,学生党,华北,Android,4741,278,23,1205.73,821.07,0.0586,0.0827,4.34,52.42,0.68
2025-01-20,巨量引擎,信息流,广告计划_019,广告组_069,短视频,一线城市白领,华东,Android,6056,248,12,350.9,665.06,0.041,0.0484,1.41,29.24,1.9
2025-01-07,磁力引擎,短视频,广告计划_006,广告组_056,直播切片,新客,华东,Android,2745,120,10,329.04,959.03,0.0437,0.0833,2.74,32.9,2.91
2025-03-06,腾讯广告,信息流,广告计划_022,广告组_033,短视频,老客,西南,iOS,4132,154,41,1106.45,3193.55,0.0373,0.2662,7.18,26.99,2.89
2025-01-16,巨量引擎,开屏,广告计划_034,广告组_066,图文,男性25-34,华南,iOS,3539,210,16,1101.84,1945.46,0.0593,0.0762,5.25,68.86,1.77
2025-01-17,巨量引擎,短视频,广告计划_042,广告组_036,短视频,女性18-24,华中,Android,1424,42,5,63.61,503.88,0.0295,0.119,1.51,12.72,7.92
2025-03-23,腾讯广告,信息流,广告计划_048,广告组_051,短视频,老客,华北,Android,4305,370,38,2268.1,3450.17,0.0859,0.1027,6.13,59.69,1.52
2025-03-07,巨量引擎,搜索,广告计划_002,广告组_024,图文,女性18-24,华东,Android,1957,178,17,705.47,511.83,0.091,0.0955,3.96,41.5,0.73
2025-02-22,磁力引擎,开屏,广告计划_007,广告组_065,直播切片,老客,华中,iOS,3864,126,12,668.66,764.2,0.0326,0.0952,5.31,55.72,1.14
2025-03-10,巨量引擎,搜索,广告计划_040,广告组_002,直播切片,新客,华北,Android,1764,106,11,351.79,572.56,0.0601,0.1038,3.32,31.98,1.63
2025-03-19,腾讯广告,信息流,广告计划_019,广告组_096,短视频,学生党,西南,iOS,954,33,3,229.62,56.72,0.0346,0.0909,6.96,76.54,0.25
2025-03-12,磁力引擎,信息流,广告计划_007,广告组_010,短视频,一线城市白领,华北,Android,2963,106,19,405.81,911.92,0.0358,0.1792,3.83,21.36,2.25
2025-01-16,腾讯广告,短视频,广告计划_042,广告组_070,直播切片,男性25-34,华北,Android,4782,285,19,591.41,1925.85,0.0596,0.0667,2.08,31.13,3.26
2025-03-16,磁力引擎,开屏,广告计划_046,广告组_039,直播切片,新客,西南,Android,1688,83,3,407.38,269.15,0.0492,0.0361,4.91,135.79,0.66
2025-03-15,腾讯广告,短视频,广告计划_004,广告组_003,短视频,女性18-24,西南,iOS,4403,281,15,2712.99,1399.39,0.0638,0.0534,9.65,180.87,0.52
2025-03-25,磁力引擎,信息流,广告计划_006,广告组_043,短视频,老客,华北,iOS,4052,303,40,319.27,3192.48,0.0748,0.132,1.05,7.98,10.0
2025-03-25,巨量引擎,短视频,广告计划_020,广告组_072,直播切片,女性18-24,华南,iOS,2103,99,17,475.62,2206.61,0.0471,0.1717,4.8,27.98,4.64
2025-03-16,腾讯广告,搜索,广告计划_038,广告组_004,直播切片,新客,西南,iOS,2896,278,14,3577.14,875.96,0.096,0.0504,12.87,255.51,0.24
2025-03-01,巨量引擎,开屏,广告计划_012,广告组_094,图文,老客,西南,iOS,6020,177,19,1496.77,1774.38,0.0294,0.1073,8.46,78.78,1.19
2025-03-07,巨量引擎,信息流,广告计划_034,广告组_002,图文,老客,华南,Android,4582,218,13,1730.66,463.09,0.0476,0.0596,7.94,133.13,0.27
2025-03-19,巨量引擎,信息流,广告计划_030,广告组_063,直播切片,新客,华北,iOS,3051,131,6,283.23,508.21,0.0429,0.0458,2.16,47.21,1.79
2025-01-27,腾讯广告,开屏,广告计划_039,广告组_084,直播切片,男性25-34,华东,Android,1168,36,4,339.6,338.74,0.0308,0.1111,9.43,84.9,1.0
2025-02-13,腾讯广告,开屏,广告计划_027,广告组_078,直播切片,老客,华东,iOS,4770,199,27,742.1,3433.74,0.0417,0.1357,3.73,27.49,4.63
2025-01-07,磁力引擎,短视频,广告计划_021,广告组_027,图文,老客,西南,Android,1846,105,12,563.33,1257.97,0.0569,0.1143,5.37,46.94,2.23
2025-03-28,腾讯广告,开屏,广告计划_020,广告组_050,短视频,老客,华南,Android,2419,154,7,991.37,630.65,0.0637,0.0455,6.44,141.62,0.64
2025-02-27,磁力引擎,短视频,广告计划_032,广告组_077,图文,一线城市白领,华南,Android,1146,75,9,162.66,1043.62,0.0654,0.12,2.17,18.07,6.42
2025-01-17,磁力引擎,短视频,广告计划_029,广告组_075,短视频,女性18-24,华东,Android,2656,90,18,652.47,2075.27,0.0339,0.2,7.25,36.25,3.18
2025-01-25,腾讯广告,开屏,广告计划_024,广告组_090,图文,老客,西南,Android,4236,148,20,968.25,516.16,0.0349,0.1351,6.54,48.41,0.53
2025-01-19,磁力引擎,信息流,广告计划_005,广告组_038,图文,老客,华北,Android,2172,48,7,210.95,636.63,0.0221,0.1458,4.39,30.14,3.02
2025-01-10,巨量引擎,搜索,广告计划_043,广告组_066,短视频,一线城市白领,华东,Android,1726,77,16,692.39,687.65,0.0446,0.2078,8.99,43.27,0.99
2025-02-03,磁力引擎,短视频,广告计划_024,广告组_047,直播切片,新客,华东,iOS,3269,158,7,983.25,580.99,0.0483,0.0443,6.22,140.46,0.59
2025-03-16,腾讯广告,开屏,广告计划_035,广告组_034,直播切片,老客,西南,Android,2246,71,3,296.21,312.8,0.0316,0.0423,4.17,98.74,1.06
2025-01-10,磁力引擎,短视频,广告计划_047,广告组_028,短视频,男性25-34,西南,Android,4237,93,8,474.12,412.09,0.0219,0.086,5.1,59.26,0.87
2025-01-23,磁力引擎,信息流,广告计划_027,广告组_046,短视频,老客,华南,iOS,2699,203,40,606.45,1206.04,0.0752,0.197,2.99,15.16,1.99
2025-03-24,腾讯广告,搜索,广告计划_033,广告组_007,短视频,女性18-24,华北,iOS,4282,463,61,5585.85,5868.28,0.1081,0.1317,12.06,91.57,1.05
2025-02-26,腾讯广告,短视频,广告计划_039,广告组_043,短视频,老客,华东,Android,4474,455,74,1828.15,5328.39,0.1017,0.1626,4.02,24.7,2.91
2025-01-06,腾讯广告,开屏,广告计划_019,广告组_040,直播切片,女性18-24,华中,Android,3558,220,9,351.21,327.31,0.0618,0.0409,1.6,39.02,0.93
2025-03-25,巨量引擎,短视频,广告计划_034,广告组_042,图文,学生党,华中,Android,2208,46,2,133.3,171.48,0.0208,0.0435,2.9,66.65,1.29
2025-01-26,巨量引擎,开屏,广告计划_036,广告组_061,短视频,老客,华北,iOS,2635,59,9,365.45,1220.24,0.0224,0.1525,6.19,40.61,3.34
2025-01-12,腾讯广告,短视频,广告计划_039,广告组_072,短视频,女性18-24,华南,Android,4630,466,88,4548.35,2229.73,0.1006,0.1888,9.76,51.69,0.49
2025-03-03,磁力引擎,开屏,广告计划_025,广告组_009,图文,女性18-24,华中,Android,2512,81,8,186.6,593.47,0.0322,0.0988,2.3,23.32,3.18
2025-01-14,巨量引擎,短视频,广告计划_048,广告组_018,短视频,新客,华南,iOS,5084,362,53,2679.95,1403.96,0.0712,0.1464,7.4,50.57,0.52
2025-03-19,磁力引擎,信息流,广告计划_009,广告组_004,图文,新客,华南,Android,3641,278,11,265.94,398.67,0.0764,0.0396,0.96,24.18,1.5
2025-03-19,腾讯广告,开屏,广告计划_032,广告组_047,图文,女性18-24,华东,Android,4639,244,15,1094.47,889.77,0.0526,0.0615,4.49,72.96,0.81
2025-03-23,巨量引擎,信息流,广告计划_009,广告组_009,短视频,一线城市白领,华中,Android,1959,77,7,416.97,892.24,0.0393,0.0909,5.42,59.57,2.14
2025-01-07,腾讯广告,开屏,广告计划_015,广告组_057,短视频,男性25-34,华中,Android,4489,178,34,1273.01,2072.13,0.0397,0.191,7.15,37.44,1.63
2025-02-20,巨量引擎,开屏,广告计划_009,广告组_008,短视频,新客,华中,Android,2918,102,5,557.98,498.67,0.035,0.049,5.47,111.6,0.89
2025-03-30,巨量引擎,搜索,广告计划_009,广告组_081,直播切片,老客,华北,Android,6411,150,22,678.53,791.61,0.0234,0.1467,4.52,30.84,1.17
2025-01-30,磁力引擎,短视频,广告计划_037,广告组_071,图文,男性25-34,华北,Android,1036,80,10,357.22,542.98,0.0772,0.125,4.47,35.72,1.52
2025-03-25,腾讯广告,开屏,广告计划_036,广告组_008,直播切片,女性18-24,华东,iOS,3164,222,47,1406.4,3703.63,0.0702,0.2117,6.34,29.92,2.63
2025-03-03,腾讯广告,信息流,广告计划_015,广告组_042,图文,新客,华东,iOS,1350,85,10,489.26,360.38,0.063,0.1176,5.76,48.93,0.74
2025-02-19,磁力引擎,信息流,广告计划_013,广告组_052,短视频,一线城市白领,华北,iOS,1090,56,10,190.06,774.86,0.0514,0.1786,3.39,19.01,4.08
2025-01-16,巨量引擎,开屏,广告计划_030,广告组_027,短视频,男性25-34,华北,Android,3662,228,43,375.06,3923.0,0.0623,0.1886,1.64,8.72,10.46
2025-01-10,巨量引擎,搜索,广告计划_031,广告组_006,短视频,学生党,华东,iOS,1718,52,7,213.55,690.39,0.0303,0.1346,4.11,30.51,3.23
2025-01-19,腾讯广告,搜索,广告计划_047,广告组_045,直播切片,学生党,华南,Android,2633,301,31,1960.19,2818.63,0.1143,0.103,6.51,63.23,1.44
2025-03-15,腾讯广告,搜索,广告计划_036,广告组_062,图文,学生党,西南,Android,3279,312,26,3878.9,1998.05,0.0952,0.0833,12.43,149.19,0.52
2025-01-09,腾讯广告,开屏,广告计划_033,广告组_025,短视频,新客,华南,Android,3955,282,48,1366.03,3685.36,0.0713,0.1702,4.84,28.46,2.7
2025-03-18,磁力引擎,信息流,广告计划_044,广告组_044,图文,新客,华中,iOS,1627,121,9,731.27,156.38,0.0744,0.0744,6.04,81.25,0.21
2025-02-13,磁力引擎,搜索,广告计划_023,广告组_024,直播切片,老客,华中,Android,878,68,16,336.75,834.05,0.0774,0.2353,4.95,21.05,2.48
2025-01-20,巨量引擎,短视频,广告计划_047,广告组_041,短视频,女性18-24,华北,iOS,3640,297,9,2803.78,810.81,0.0816,0.0303,9.44,311.53,0.29
2025-01-16,磁力引擎,搜索,广告计划_007,广告组_001,短视频,学生党,华北,Android,1382,69,4,88.78,123.85,0.0499,0.058,1.29,22.2,1.4
2025-02-23,腾讯广告,短视频,广告计划_018,广告组_049,直播切片,女性18-24,西南,iOS,1794,99,7,588.95,262.65,0.0552,0.0707,5.95,84.14,0.45
2025-01-19,腾讯广告,信息流,广告计划_005,广告组_015,短视频,新客,西南,iOS,2746,108,16,504.77,1358.04,0.0393,0.1481,4.67,31.55,2.69
2025-02-21,磁力引擎,信息流,广告计划_022,广告组_075,图文,一线城市白领,华东,iOS,2416,100,11,121.75,250.36,0.0414,0.11,1.22,11.07,2.06
2025-02-15,腾讯广告,搜索,广告计划_020,广告组_038,短视频,新客,华北,iOS,3671,423,19,964.82,1179.42,0.1152,0.0449,2.28,50.78,1.22
2025-01-18,腾讯广告,搜索,广告计划_047,广告组_098,图文,女性18-24,华中,iOS,1940,47,3,416.36,361.82,0.0242,0.0638,8.86,138.79,0.87
2025-02-06,磁力引擎,信息流,广告计划_048,广告组_059,直播切片,新客,华北,Android,1388,103,15,515.61,940.66,0.0742,0.1456,5.01,34.37,1.82
2025-03-17,腾讯广告,搜索,广告计划_025,广告组_051,短视频,老客,华南,iOS,3791,406,30,1899.37,2770.2,0.1071,0.0739,4.68,63.31,1.46
2025-02-24,腾讯广告,信息流,广告计划_027,广告组_093,短视频,女性18-24,华南,iOS,2553,163,36,1220.81,3810.1,0.0638,0.2209,7.49,33.91,3.12
2025-03-15,巨量引擎,搜索,广告计划_024,广告组_002,直播切片,老客,华南,iOS,4704,469,45,4112.01,2713.99,0.0997,0.0959,8.77,91.38,0.66
2025-01-24,腾讯广告,信息流,广告计划_028,广告组_096,图文,一线城市白领,西南,Android,1955,102,3,691.35,303.29,0.0522,0.0294,6.78,230.45,0.44
2025-03-12,巨量引擎,信息流,广告计划_002,广告组_076,短视频,老客,华中,Android,5406,345,20,565.15,1651.61,0.0638,0.058,1.64,28.26,2.92
2025-03-09,腾讯广告,开屏,广告计划_018,广告组_089,直播切片,新客,西南,Android,3903,185,4,364.84,71.91,0.0474,0.0216,1.97,91.21,0.2
2025-03-08,腾讯广告,短视频,广告计划_037,广告组_099,直播切片,男性25-34,华中,Android,4057,177,9,1641.84,440.95,0.0436,0.0508,9.28,182.43,0.27
2025-01-26,腾讯广告,搜索,广告计划_046,广告组_013,图文,一线城市白领,华北,Android,4894,324,24,677.36,608.11,0.0662,0.0741,2.09,28.22,0.9
2025-01-21,巨量引擎,搜索,广告计划_008,广告组_013,图文,学生党,华中,iOS,3529,105,2,560.84,105.71,0.0298,0.019,5.34,280.42,0.19
2025-03-15,巨量引擎,搜索,广告计划_043,广告组_092,短视频,男性25-34,华南,Android,4257,249,20,2533.7,684.5,0.0585,0.0803,10.18,126.68,0.27
2025-01-27,磁力引擎,搜索,广告计划_039,广告组_023,图文,女性18-24,华东,iOS,4238,438,36,2166.18,2479.48,0.1034,0.0822,4.95,60.17,1.14
2025-01-21,腾讯广告,信息流,广告计划_015,广告组_016,直播切片,男性25-34,华中,iOS,1607,81,8,838.35,240.49,0.0504,0.0988,10.35,104.79,0.29
2025-01-02,腾讯广告,搜索,广告计划_038,广告组_068,直播切片,男性25-34,华东,iOS,2983,263,6,3179.53,358.59,0.0882,0.0228,12.09,529.92,0.11
2025-01-19,巨量引擎,短视频,广告计划_044,广告组_064,图文,学生党,华南,Android,4962,202,7,485.4,475.15,0.0407,0.0347,2.4,69.34,0.98
2025-02-12,巨量引擎,信息流,广告计划_048,广告组_077,图文,一线城市白领,华北,Android,6401,408,12,670.17,428.9,0.0637,0.0294,1.64,55.85,0.64
2025-02-02,巨量引擎,搜索,广告计划_026,广告组_056,图文,女性18-24,华南,iOS,4594,246,23,1644.75,1458.2,0.0535,0.0935,6.69,71.51,0.89
2025-02-02,磁力引擎,短视频,广告计划_041,广告组_060,直播切片,女性18-24,华北,iOS,3515,261,21,408.56,1657.92,0.0743,0.0805,1.57,19.46,4.06
2025-03-28,腾讯广告,搜索,广告计划_034,广告组_093,图文,男性25-34,西南,Android,1410,45,1,450.32,113.18,0.0319,0.0222,10.01,450.32,0.25
2025-01-30,巨量引擎,信息流,广告计划_022,广告组_064,短视频,男性25-34,华北,iOS,3419,51,8,54.45,867.03,0.0149,0.1569,1.07,6.81,15.92
2025-02-17,磁力引擎,搜索,广告计划_036,广告组_092,短视频,女性18-24,西南,iOS,1210,97,4,874.13,435.17,0.0802,0.0412,9.01,218.53,0.5
2025-03-19,腾讯广告,开屏,广告计划_042,广告组_030,直播切片,新客,华东,Android,1071,62,2,237.32,35.32,0.0579,0.0323,3.83,118.66,0.15
2025-01-02,巨量引擎,开屏,广告计划_049,广告组_051,直播切片,老客,华东,iOS,3027,46,7,154.71,750.32,0.0152,0.1522,3.36,22.1,4.85
2025-03-30,腾讯广告,搜索,广告计划_008,广告组_067,直播切片,女性18-24,华南,iOS,3343,383,74,3706.5,7876.09,0.1146,0.1932,9.68,50.09,2.12
2025-01-14,巨量引擎,开屏,广告计划_043,广告组_030,短视频,老客,西南,Android,5122,66,10,363.44,1366.87,0.0129,0.1515,5.51,36.34,3.76
2025-01-23,巨量引擎,短视频,广告计划_047,广告组_042,短视频,女性18-24,西南,iOS,5597,465,96,850.64,7436.31,0.0831,0.2065,1.83,8.86,8.74
2025-02-02,磁力引擎,短视频,广告计划_048,广告组_048,图文,新客,西南,Android,890,42,2,121.3,111.21,0.0472,0.0476,2.89,60.65,0.92
2025-03-08,腾讯广告,开屏,广告计划_037,广告组_051,直播切片,学生党,华中,Android,3481,84,9,210.25,528.44,0.0241,0.1071,2.5,23.36,2.51
2025-01-03,磁力引擎,开屏,广告计划_024,广告组_035,图文,一线城市白领,西南,iOS,3812,241,7,946.56,196.37,0.0632,0.029,3.93,135.22,0.21
2025-03-31,巨量引擎,开屏,广告计划_006,广告组_060,短视频,老客,西南,iOS,1604,33,1,28.8,156.26,0.0206,0.0303,0.87,28.8,5.43
2025-03-23,腾讯广告,信息流,广告计划_043,广告组_005,短视频,男性25-34,华南,iOS,3691,168,19,1413.88,626.33,0.0455,0.1131,8.42,74.41,0.44
2025-03-27,磁力引擎,开屏,广告计划_028,广告组_024,短视频,一线城市白领,华北,iOS,3546,84,2,443.59,80.7,0.0237,0.0238,5.28,221.8,0.18
2025-01-05,巨量引擎,信息流,广告计划_030,广告组_026,短视频,一线城市白领,华东,Android,1688,95,12,695.72,1471.2,0.0563,0.1263,7.32,57.98,2.11
2025-01-14,腾讯广告,搜索,广告计划_008,广告组_050,图文,女性18-24,西南,Android,2883,183,21,384.94,957.84,0.0635,0.1148,2.1,18.33,2.49
2025-01-03,腾讯广告,信息流,广告计划_022,广告组_012,短视频,学生党,华东,iOS,4254,330,8,1731.25,639.29,0.0776,0.0242,5.25,216.41,0.37
2025-03-08,巨量引擎,开屏,广告计划_036,广告组_014,图文,女性18-24,华东,iOS,2403,62,3,167.72,184.18,0.0258,0.0484,2.71,55.91,1.1
2025-03-14,磁力引擎,搜索,广告计划_010,广告组_072,图文,学生党,华南,iOS,906,19,0,138.93,0.0,0.021,0.0,7.31,0.0,0.0
2025-03-23,磁力引擎,信息流,广告计划_025,广告组_039,图文,男性25-34,华北,Android,692,29,0,149.72,0.0,0.0419,0.0,5.16,0.0,0.0
2025-01-22,腾讯广告,短视频,广告计划_011,广告组_031,直播切片,新客,西南,Android,3056,261,17,2741.6,396.74,0.0854,0.0651,10.5,161.27,0.14
2025-03-14,腾讯广告,信息流,广告计划_042,广告组_093,图文,女性18-24,华南,iOS,1949,175,9,635.61,729.81,0.0898,0.0514,3.63,70.62,1.15
2025-01-23,腾讯广告,信息流,广告计划_026,广告组_099,短视频,男性25-34,华南,iOS,4283,341,23,3135.73,989.7,0.0796,0.0674,9.2,136.34,0.32
2025-02-22,巨量引擎,短视频,广告计划_017,广告组_041,图文,一线城市白领,西南,Android,3519,138,11,667.05,1454.19,0.0392,0.0797,4.83,60.64,2.18
2025-01-22,腾讯广告,信息流,广告计划_015,广告组_021,直播切片,女性18-24,华北,iOS,4384,229,43,2307.4,4018.46,0.0522,0.1878,10.08,53.66,1.74
2025-01-27,腾讯广告,信息流,广告计划_039,广告组_044,短视频,老客,华北,Android,1142,46,3,274.95,402.53,0.0403,0.0652,5.98,91.65,1.46
2025-01-30,磁力引擎,短视频,广告计划_036,广告组_081,直播切片,女性18-24,华北,iOS,1498,111,18,110.08,1223.18,0.0741,0.1622,0.99,6.12,11.11
2025-01-14,磁力引擎,短视频,广告计划_020,广告组_061,直播切片,学生党,华东,Android,1197,47,0,188.38,0.0,0.0393,0.0,4.01,0.0,0.0
2025-01-31,腾讯广告,短视频,广告计划_013,广告组_052,图文,新客,西南,iOS,2322,63,2,459.28,41.12,0.0271,0.0317,7.29,229.64,0.09
2025-02-18,腾讯广告,搜索,广告计划_018,广告组_052,直播切片,新客,华南,Android,4104,489,25,4629.68,1361.59,0.1192,0.0511,9.47,185.19,0.29
2025-01-12,巨量引擎,信息流,广告计划_037,广告组_091,短视频,学生党,华北,iOS,2661,200,18,1200.83,1662.75,0.0752,0.09,6.0,66.71,1.38
2025-01-13,巨量引擎,搜索,广告计划_049,广告组_090,图文,女性18-24,华北,Android,2111,140,11,671.72,340.15,0.0663,0.0786,4.8,61.07,0.51
2025-01-04,巨量引擎,信息流,广告计划_020,广告组_062,图文,新客,华北,Android,1448,38,2,149.22,132.29,0.0262,0.0526,3.93,74.61,0.89
2025-03-13,巨量引擎,开屏,广告计划_033,广告组_098,短视频,老客,华中,Android,3811,113,24,665.38,2739.39,0.0297,0.2124,5.89,27.72,4.12
2025-01-19,磁力引擎,开屏,广告计划_045,广告组_013,图文,老客,华南,Android,2385,141,20,679.48,2275.35,0.0591,0.1418,4.82,33.97,3.35
2025-03-13,磁力引擎,信息流,广告计划_023,广告组_099,直播切片,学生党,华中,iOS,2225,72,1,181.56,40.52,0.0324,0.0139,2.52,181.56,0.22
2025-03-18,巨量引擎,搜索,广告计划_047,广告组_025,短视频,男性25-34,华东,Android,5198,450,83,2338.16,6362.46,0.0866,0.1844,5.2,28.17,2.72
2025-01-13,磁力引擎,搜索,广告计划_019,广告组_008,短视频,新客,华南,iOS,2813,299,23,406.25,1975.33,0.1063,0.0769,1.36,17.66,4.86
2025-03-21,磁力引擎,信息流,广告计划_006,广告组_034,直播切片,女性18-24,西南,iOS,1237,70,11,351.94,1020.29,0.0566,0.1571,5.03,31.99,2.9
2025-01-12,腾讯广告,信息流,广告计划_021,广告组_037,图文,学生党,华东,iOS,3724,118,10,824.77,936.74,0.0317,0.0847,6.99,82.48,1.14
2025-01-07,巨量引擎,搜索,广告计划_017,广告组_023,短视频,一线城市白领,华东,Android,5852,439,60,2882.3,7058.39,0.075,0.1367,6.57,48.04,2.45
2025-01-02,腾讯广告,开屏,广告计划_044,广告组_008,图文,老客,华南,iOS,4975,171,30,830.19,3108.21,0.0344,0.1754,4.85,27.67,3.74
2025-01-24,腾讯广告,搜索,广告计划_030,广告组_025,直播切片,男性25-34,华东,iOS,2099,64,4,286.96,221.61,0.0305,0.0625,4.48,71.74,0.77
2025-02-04,磁力引擎,短视频,广告计划_008,广告组_032,图文,一线城市白领,华东,iOS,2646,91,11,249.09,1300.78,0.0344,0.1209,2.74,22.64,5.22
2025-02-24,巨量引擎,信息流,广告计划_020,广告组_057,直播切片,女性18-24,华东,Android,3520,71,13,524.8,1774.52,0.0202,0.1831,7.39,40.37,3.38
2025-02-15,腾讯广告,开屏,广告计划_005,广告组_011,图文,老客,西南,Android,1988,99,18,183.06,2086.48,0.0498,0.1818,1.85,10.17,11.4
2025-01-07,腾讯广告,开屏,广告计划_019,广告组_005,直播切片,女性18-24,华中,iOS,4983,210,23,1027.67,901.97,0.0421,0.1095,4.89,44.68,0.88
